bin	Depth HFD_AL_4_02_25	Depth HFD_AL_4_03_11	Depth HFD_AL_6_05_12	Depth HFD_AL_6_05_22	Depth HFD_AL_7_06_12	Depth HFD_IF_4_02_25	Depth HFD_IF_4_03_11	Depth HFD_IF_6_05_12	Depth HFD_IF_6_05_22	Depth HFD_IF_7_06_12	Input_file_busco	Dataset_busco	Complete_busco	Single_busco	Duplicated_busco	Fragmented_busco	Missing_busco	n_markers_busco	Translation table_busco	Scaffold N50_busco	Contigs N50_busco	Percent gaps_busco	Number of scaffolds_busco	Name_checkm2	Completeness_checkm2	Contamination_checkm2	Completeness_Model_Used_checkm2	Translation_Table_Used_checkm2	Coding_Density_checkm2	Genome_Size_checkm2	Total_Coding_Sequences_checkm2	Name	Assembly_quast	# contigs (>= 0 bp)_quast	# contigs (>= 1000 bp)_quast	# contigs (>= 5000 bp)_quast	# contigs (>= 10000 bp)_quast	# contigs (>= 25000 bp)_quast	# contigs (>= 50000 bp)_quast	Total length (>= 0 bp)_quast	Total length (>= 1000 bp)_quast	Total length (>= 5000 bp)_quast	Total length (>= 10000 bp)_quast	Total length (>= 25000 bp)_quast	Total length (>= 50000 bp)_quast	# contigs_quast	Largest contig_quast	Total length_quast	GC (%)_quast	N50_quast	N75_quast	L50_quast	L75_quast	# N's per 100 kbp_quast	# predicted rRNA genes_quast	user_genome_gtdbtk	classification_gtdbtk	closest_genome_reference_gtdbtk	closest_genome_reference_radius_gtdbtk	closest_genome_taxonomy_gtdbtk	closest_genome_ani_gtdbtk	closest_genome_af_gtdbtk	closest_placement_reference_gtdbtk	closest_placement_radius_gtdbtk	closest_placement_taxonomy_gtdbtk	closest_placement_ani_gtdbtk	closest_placement_af_gtdbtk	pplacer_taxonomy_gtdbtk	classification_method_gtdbtk	note_gtdbtk	other_related_references(genome_id,species_name,radius,ANI,AF)_gtdbtk	msa_percent_gtdbtk	translation_table_gtdbtk	red_value_gtdbtk	warnings_gtdbtk
MEGAHIT-SemiBin2-group-IF_60.fa						115.4605	40.75375	157.249	59.94845	90.5243	MEGAHIT-SemiBin2-group-IF_60.fa	bacteria_odb10	91.9	84.7	7.3	4.0	4.0	124	11	48594	48594	0.000%	192	MEGAHIT-SemiBin2-group-IF_60.fa	94.31	6.52	Gradient Boost (General Model)	11	0.882	3311787	3242	MEGAHIT-SemiBin2-group-IF_60	MEGAHIT-SemiBin2-group-IF_60.fa	192	192	97	71	42	20	3311787	3311787	3043208	2865143	2383127	1610516	192	152857	3311787	57.14	48594	20607	21	47	0.0	2 + 1 part	MEGAHIT-SemiBin2-group-IF_60.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp910587645	GCA_910587645.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp910587645	99.86	0.955							ani_screen	classification based on ANI only	GCA_947649615.1, s__Pelethomonas sp947649615, 95.0, 91.93, 0.452				
MEGAHIT-SemiBin2-group-IF_61.fa						0.0	0.0	5.07829	0.7902210000000001	3.22207	MEGAHIT-SemiBin2-group-IF_61.fa	bacteria_odb10	77.4	77.4	0.0	6.5	16.1	124	11	6966	6966	0.000%	394	MEGAHIT-SemiBin2-group-IF_61.fa	84.08	0.01	Gradient Boost (General Model)	11	0.886	2063720	2087	MEGAHIT-SemiBin2-group-IF_61	MEGAHIT-SemiBin2-group-IF_61.fa	394	394	130	46	3	0	2063720	2063720	1320318	725519	83364	0	394	29487	2063720	56.6	6966	3888	82	182	0.0	1 + 0 part	MEGAHIT-SemiBin2-group-IF_61.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis_A	GCF_010206195.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis_A	99.4	0.973							ani_screen	classification based on ANI only	GCF_025146135.1, s__Anaerotruncus colihominis, 95.0, 90.47, 0.58				
MEGAHIT-SemiBin2-group-IF_62.fa						9.0934	0.4666749999999999	0.1803394999999999	1.553485	0.2531405	MEGAHIT-SemiBin2-group-IF_62.fa	bacteria_odb10	75.8	75.0	0.8	4.8	19.4	124	11	10498	10498	0.000%	388	MEGAHIT-SemiBin2-group-IF_62.fa	82.46	1.29	Gradient Boost (General Model)	11	0.908	3099258	2859	MEGAHIT-SemiBin2-group-IF_62	MEGAHIT-SemiBin2-group-IF_62.fa	388	388	228	100	14	0	3099258	3099258	2604476	1667424	422835	0	388	42137	3099258	49.13	10498	6731	89	181	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_62.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__1XD8-76 sp022799355	GCA_022799355.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__1XD8-76 sp022799355	99.35	0.942							ani_screen	classification based on ANI only					
MEGAHIT-SemiBin2-group-IF_64.fa						0.0	0.0	0.359577	22.04705	0.4030709999999999	MEGAHIT-SemiBin2-group-IF_64.fa	bacteria_odb10	93.5	91.1	2.4	1.6	4.8	124	11	20968	20968	0.000%	208	MEGAHIT-SemiBin2-group-IF_64.fa	93.76	0.01	Gradient Boost (General Model)	11	0.903	2373374	2228	MEGAHIT-SemiBin2-group-IF_64	MEGAHIT-SemiBin2-group-IF_64.fa	208	208	122	70	25	7	2373374	2373374	2112303	1730278	1012490	400695	208	68731	2373374	41.13	20968	9258	33	76	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_64.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__An181;s__An181 sp910585545	GCA_910585545.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__An181;s__An181 sp910585545	99.97	0.92							ani_screen	classification based on ANI only					
MEGAHIT-SemiBin2-group-IF_65.fa						1.0142	0.67433	2.64592	1.04328	1.22985	MEGAHIT-SemiBin2-group-IF_65.fa	bacteria_odb10	36.3	35.5	0.8	11.3	52.4	124	11	2783	2783	0.000%	519	MEGAHIT-SemiBin2-group-IF_65.fa	47.2	0.96	Gradient Boost (General Model)	11	0.909	1400952	1643	MEGAHIT-SemiBin2-group-IF_65	MEGAHIT-SemiBin2-group-IF_65.fa	519	519	34	3	0	0	1400952	1400952	216294	31940	0	0	519	10931	1400952	57.18	2783	2033	168	317	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_65.fa																			
MEGAHIT-SemiBin2-group-IF_66.fa						45.0749	24.5046	79.8141	29.09165	52.17735	MEGAHIT-SemiBin2-group-IF_66.fa	bacteria_odb10	7.3	7.3	0.0	1.6	91.1	124	11	48357	48357	0.000%	58	MEGAHIT-SemiBin2-group-IF_66.fa	10.77	0.01	Neural Network (Specific Model)	11	0.9	393634	437	MEGAHIT-SemiBin2-group-IF_66	MEGAHIT-SemiBin2-group-IF_66.fa	58	58	9	5	4	2	393634	393634	271478	245648	235253	156399	58	105633	393634	58.88	48357	3477	3	15	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_66.fa																			
MEGAHIT-SemiBin2-group-IF_67.fa						0.764865	0.3663	1.47093	1.46259	1.74783	MEGAHIT-SemiBin2-group-IF_67.fa	bacteria_odb10	6.5	6.5	0.0	4.8	88.7	124	11	2257	2257	0.000%	323	MEGAHIT-SemiBin2-group-IF_67.fa	18.78	0.14	Neural Network (Specific Model)	11	0.932	751021	884	MEGAHIT-SemiBin2-group-IF_67	MEGAHIT-SemiBin2-group-IF_67.fa	323	323	9	0	0	0	751021	751021	50147	0	0	0	323	6457	751021	56.3	2257	1833	116	210	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_67.fa																			
MEGAHIT-SemiBin2-group-IF_68.fa						0.0365977	0.0415264	48.679100000000005	22.47385	18.88475	MEGAHIT-SemiBin2-group-IF_68.fa	bacteria_odb10	81.5	72.6	8.9	7.3	11.3	124	11	30123	30123	0.000%	160	MEGAHIT-SemiBin2-group-IF_68.fa	90.2	6.42	Gradient Boost (General Model)	11	0.869	2746288	2651	MEGAHIT-SemiBin2-group-IF_68	MEGAHIT-SemiBin2-group-IF_68.fa	160	160	106	85	39	10	2746288	2746288	2590831	2451602	1676511	646589	160	75969	2746288	63.59	30123	18146	29	57	0.0	2 + 0 part	MEGAHIT-SemiBin2-group-IF_68.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp910577915	GCA_910577915.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp910577915	98.12	0.794							ani_screen	classification based on ANI only					
MEGAHIT-SemiBin2-group-IF_69.fa						0.00357644	0.0870575	41.1206	20.2211	20.0534	MEGAHIT-SemiBin2-group-IF_69.fa	bacteria_odb10	92.7	92.7	0.0	2.4	4.8	124	11	244758	244758	0.000%	25	MEGAHIT-SemiBin2-group-IF_69.fa	99.31	0.31	Neural Network (Specific Model)	11	0.86	2061136	1734	MEGAHIT-SemiBin2-group-IF_69	MEGAHIT-SemiBin2-group-IF_69.fa	25	25	10	8	8	7	2061136	2061136	2024024	2012808	2012808	1983667	25	646861	2061136	58.74	244758	220822	3	5	0.0	3 + 1 part	MEGAHIT-SemiBin2-group-IF_69.fa	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Leptogranulimonas;s__Leptogranulimonas caecicola	GCF_023168405.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Leptogranulimonas;s__Leptogranulimonas caecicola	98.8	0.928							ani_screen	classification based on ANI only	GCA_012584445.1, s__Leptogranulimonas sp012584445, 95.0, 94.09, 0.811				
MEGAHIT-SemiBin2-group-IF_70.fa						0.0	0.001662475	4.28967	8.15432	12.5764	MEGAHIT-SemiBin2-group-IF_70.fa	bacteria_odb10	98.4	98.4	0.0	0.0	1.6	124	11	53496	53496	0.000%	76	MEGAHIT-SemiBin2-group-IF_70.fa	99.98	0.11	Neural Network (Specific Model)	11	0.918	2604119	2183	MEGAHIT-SemiBin2-group-IF_70	MEGAHIT-SemiBin2-group-IF_70.fa	76	76	71	56	41	18	2604119	2604119	2590657	2479642	2239682	1410001	76	187996	2604119	56.26	53496	33530	16	32	0.0	1 + 0 part	MEGAHIT-SemiBin2-group-IF_70.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		96.25	11.0	0.98721	
MEGAHIT-SemiBin2-group-IF_71.fa						10.3375	4.85236	27.5151	8.86182	31.1443	MEGAHIT-SemiBin2-group-IF_71.fa	bacteria_odb10	90.3	88.7	1.6	2.4	7.3	124	11	26615	26615	0.000%	183	MEGAHIT-SemiBin2-group-IF_71.fa	93.99	0.0	Gradient Boost (General Model)	11	0.782	2855730	2457	MEGAHIT-SemiBin2-group-IF_71	MEGAHIT-SemiBin2-group-IF_71.fa	183	183	140	90	35	10	2855730	2855730	2733610	2345708	1496650	608061	183	74184	2855730	58.34	26615	12655	33	73	0.0	1 + 0 part	MEGAHIT-SemiBin2-group-IF_71.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Paludihabitans;s__Paludihabitans sp022791945	GCA_022791945.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Paludihabitans;s__Paludihabitans sp022791945	99.93	0.935							ani_screen	classification based on ANI only					
MEGAHIT-SemiBin2-group-IF_72.fa						4.70617	1.4119700000000002	6.324225	0.9233905	4.737920000000001	MEGAHIT-SemiBin2-group-IF_72.fa	bacteria_odb10	82.3	81.5	0.8	4.0	13.7	124	11	9755	9755	0.000%	362	MEGAHIT-SemiBin2-group-IF_72.fa	88.89	1.8	Gradient Boost (General Model)	11	0.802	2636547	2378	MEGAHIT-SemiBin2-group-IF_72	MEGAHIT-SemiBin2-group-IF_72.fa	362	362	198	80	5	0	2636547	2636547	2119384	1271414	165377	0	362	41963	2636547	62.9	9755	5886	85	173	0.0	1 + 0 part	MEGAHIT-SemiBin2-group-IF_72.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp022795575	GCA_022795575.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp022795575	99.89	0.884							ani_screen	classification based on ANI only					
MEGAHIT-SemiBin2-group-IF_73.fa						1.12596	0.6171555	1.921305	2.6316	1.24989	MEGAHIT-SemiBin2-group-IF_73.fa	bacteria_odb10	31.5	31.5	0.0	9.7	58.9	124	11	2721	2721	0.000%	426	MEGAHIT-SemiBin2-group-IF_73.fa	46.31	0.97	Neural Network (Specific Model)	11	0.883	1118855	1354	MEGAHIT-SemiBin2-group-IF_73	MEGAHIT-SemiBin2-group-IF_73.fa	426	426	18	2	0	0	1118855	1118855	119709	21388	0	0	426	11004	1118855	35.44	2721	1988	142	264	0.0	0 + 1 part	MEGAHIT-SemiBin2-group-IF_73.fa																			
MEGAHIT-SemiBin2-group-IF_74.fa						0.73957	0.99594	2.41091	0.795229	1.10242	MEGAHIT-SemiBin2-group-IF_74.fa	bacteria_odb10	6.5	6.5	0.0	6.5	87.1	124	11	2103	2103	0.000%	259	MEGAHIT-SemiBin2-group-IF_74.fa	18.05	0.6	Neural Network (Specific Model)	11	0.918	559867	724	MEGAHIT-SemiBin2-group-IF_74	MEGAHIT-SemiBin2-group-IF_74.fa	259	259	2	0	0	0	559867	559867	12144	0	0	0	259	6168	559867	61.15	2103	1776	101	174	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_74.fa																			
MEGAHIT-SemiBin2-group-IF_75.fa						4.387359999999999	0.456745	28.10285	9.606255	18.28045	MEGAHIT-SemiBin2-group-IF_75.fa	bacteria_odb10	2.4	2.4	0.0	0.8	96.8	124	11	6434	6434	0.000%	92	MEGAHIT-SemiBin2-group-IF_75.fa	8.08	0.0	Neural Network (Specific Model)	11	0.892	400552	404	MEGAHIT-SemiBin2-group-IF_75	MEGAHIT-SemiBin2-group-IF_75.fa	92	92	29	5	0	0	400552	400552	249423	79690	0	0	92	22649	400552	52.48	6434	2851	21	43	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_75.fa																			
MEGAHIT-SemiBin2-group-IF_76.fa						1.18488	0.668031	2.78715	1.0397	4.2156	MEGAHIT-SemiBin2-group-IF_76.fa	bacteria_odb10	31.5	31.5	0.0	13.7	54.8	124	11	3728	3728	0.000%	487	MEGAHIT-SemiBin2-group-IF_76.fa	47.76	1.02	Gradient Boost (General Model)	11	0.89	1644537	1891	MEGAHIT-SemiBin2-group-IF_76	MEGAHIT-SemiBin2-group-IF_76.fa	487	487	78	12	0	0	1644537	1644537	595759	148303	0	0	487	20835	1644537	62.71	3728	2408	132	271	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_76.fa																			
MEGAHIT-SemiBin2-group-IF_77.fa						3.083855	0.0	0.9794965	1.299975	0.2954385	MEGAHIT-SemiBin2-group-IF_77.fa	bacteria_odb10	3.2	3.2	0.0	5.6	91.1	124	11	2131	2131	0.000%	216	MEGAHIT-SemiBin2-group-IF_77.fa	13.35	0.15	Neural Network (Specific Model)	11	0.93	475948	549	MEGAHIT-SemiBin2-group-IF_77	MEGAHIT-SemiBin2-group-IF_77.fa	216	216	3	0	0	0	475948	475948	17826	0	0	0	216	7485	475948	49.63	2131	1755	82	143	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_77.fa																			
MEGAHIT-SemiBin2-group-IF_78.fa						5.86472	0.177358	0.0	0.352526	0.330243	MEGAHIT-SemiBin2-group-IF_78.fa	bacteria_odb10	41.9	41.9	0.0	8.9	49.2	124	11	3353	3353	0.000%	627	MEGAHIT-SemiBin2-group-IF_78.fa	63.28	0.63	Gradient Boost (General Model)	11	0.926	1942263	2059	MEGAHIT-SemiBin2-group-IF_78	MEGAHIT-SemiBin2-group-IF_78.fa	627	627	73	6	0	0	1942263	1942263	508826	70738	0	0	627	13523	1942263	47.68	3353	2291	188	363	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_78.fa																			
MEGAHIT-SemiBin2-group-IF_79.fa						3.652035	0.0	0.34513	2.5429250000000003	0.6777365	MEGAHIT-SemiBin2-group-IF_79.fa	bacteria_odb10	40.3	40.3	0.0	14.5	45.2	124	11	3460	3460	0.000%	666	MEGAHIT-SemiBin2-group-IF_79.fa	69.44	1.29	Gradient Boost (General Model)	11	0.925	2106105	2351	MEGAHIT-SemiBin2-group-IF_79	MEGAHIT-SemiBin2-group-IF_79.fa	666	666	86	8	0	0	2106105	2106105	618797	95890	0	0	666	16249	2106105	48.02	3460	2326	195	381	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_79.fa																			
MEGAHIT-SemiBin2-group-IF_8.fa						8.34476	1.83576	0.0	0.0	0.0	MEGAHIT-SemiBin2-group-IF_8.fa	bacteria_odb10	66.9	66.9	0.0	11.3	21.8	124	11	8252	8252	0.000%	429	MEGAHIT-SemiBin2-group-IF_8.fa	76.32	1.71	Gradient Boost (General Model)	11	0.884	2512737	2709	MEGAHIT-SemiBin2-group-IF_8	MEGAHIT-SemiBin2-group-IF_8.fa	429	429	172	60	7	0	2512737	2512737	1783297	972778	197632	0	429	31445	2512737	59.27	8252	4441	91	194	0.0	3 + 0 part	MEGAHIT-SemiBin2-group-IF_8.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp022792035	GCA_022792035.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp022792035	99.9	0.89							ani_screen	classification based on ANI only					
MEGAHIT-SemiBin2-group-IF_80.fa						4.92336	1.322	1.65145	0.582755	0.800427	MEGAHIT-SemiBin2-group-IF_80.fa	bacteria_odb10	38.7	37.9	0.8	11.3	50.0	124	11	4119	4119	0.000%	451	MEGAHIT-SemiBin2-group-IF_80.fa	56.83	3.53	Neural Network (Specific Model)	11	0.895	1669657	1931	MEGAHIT-SemiBin2-group-IF_80	MEGAHIT-SemiBin2-group-IF_80.fa	451	451	87	14	0	0	1669657	1669657	677708	181837	0	0	451	24386	1669657	60.3	4119	2725	122	248	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_80.fa																			
MEGAHIT-SemiBin2-group-IF_81.fa						0.7134594999999999	0.0480007999999999	2.018115	7.24697	1.6172	MEGAHIT-SemiBin2-group-IF_81.fa	bacteria_odb10	0.0	0.0	0.0	1.6	98.4	124	11	5164	5164	0.000%	214	MEGAHIT-SemiBin2-group-IF_81.fa	15.85	1.33	Neural Network (Specific Model)	11	0.858	886655	1070	MEGAHIT-SemiBin2-group-IF_81	MEGAHIT-SemiBin2-group-IF_81.fa	214	214	45	13	3	1	886655	886655	464895	257169	121736	50393	214	50393	886655	47.2	5164	2681	41	104	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_81.fa																			
MEGAHIT-SemiBin2-group-IF_82.fa						5.51966	0.0629105	0.4669945	0.849938	1.28284	MEGAHIT-SemiBin2-group-IF_82.fa	bacteria_odb10	83.9	83.9	0.0	6.5	9.7	124	11	8252	8252	0.000%	280	MEGAHIT-SemiBin2-group-IF_82.fa	95.65	1.2	Neural Network (Specific Model)	11	0.908	1660304	1775	MEGAHIT-SemiBin2-group-IF_82	MEGAHIT-SemiBin2-group-IF_82.fa	280	280	104	38	8	0	1660304	1660304	1160749	701760	275561	0	280	45046	1660304	34.58	8252	4385	53	123	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_82.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp910589675	GCF_014058685.1	96.93	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp910589675	99.97	0.996							ani_screen	classification based on ANI only	GCF_948948975.1, s__Lactobacillus sp948948975, 95.0, 94.8, 0.767; GCF_000014425.1, s__Lactobacillus gasseri, 95.0, 87.13, 0.299; GCF_003584685.1, s__Lactobacillus paragasseri, 95.0, 87.53, 0.311; GCA_945980025.1, s__Lactobacillus sp945980025, 95.0, 97.01, 0.454; GCF_000159355.1, s__Lactobacillus johnsonii, 95.0, 96.9, 0.782; GCA_946579245.1, s__Lactobacillus sp946579245, 95.0, 95.69, 0.441; GCA_949888035.1, s__Lactobacillus johnsonii_B, 95.0, 96.7, 0.44; GCF_032376765.1, s__Lactobacillus sp910589175, 95.0, 95.03, 0.805; GCA_947641735.1, s__Lactobacillus sp947641735, 95.0, 94.36, 0.511; GCF_001436695.1, s__Lactobacillus taiwanensis, 95.0, 89.76, 0.406; GCF_947539375.1, s__Lactobacillus isalae, 95.0, 88.27, 0.37; GCF_013487865.1, s__Lactobacillus johnsonii_A, 95.19, 95.96, 0.786; GCA_947568765.1, s__Lactobacillus sp947568765, 95.0, 94.72, 0.693; GCA_947565635.1, s__Lactobacillus sp947565635, 95.0, 93.07, 0.489				
MEGAHIT-SemiBin2-group-IF_83.fa						0.0	0.0	3.4005	1.04046	2.25243	MEGAHIT-SemiBin2-group-IF_83.fa	bacteria_odb10	16.1	16.1	0.0	14.5	69.4	124	11	2390	2390	0.000%	427	MEGAHIT-SemiBin2-group-IF_83.fa	26.1	0.46	Neural Network (Specific Model)	11	0.901	1008296	1270	MEGAHIT-SemiBin2-group-IF_83	MEGAHIT-SemiBin2-group-IF_83.fa	427	427	10	0	0	0	1008296	1008296	59419	0	0	0	427	7969	1008296	64.13	2390	1855	154	276	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_83.fa																			
MEGAHIT-SemiBin2-group-IF_84.fa						2.73452	1.24444	1.88856	0.687723	1.98129	MEGAHIT-SemiBin2-group-IF_84.fa	bacteria_odb10	75.8	75.0	0.8	8.9	15.3	124	11	7738	7738	0.000%	253	MEGAHIT-SemiBin2-group-IF_84.fa	84.98	1.54	Gradient Boost (General Model)	11	0.888	1383675	1464	MEGAHIT-SemiBin2-group-IF_84	MEGAHIT-SemiBin2-group-IF_84.fa	253	253	95	34	2	0	1383675	1383675	929467	508216	74683	0	253	38145	1383675	56.16	7738	4035	55	120	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_84.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__QANA01;s__QANA01 sp910588425	GCA_910588425.1	95.03	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__QANA01;s__QANA01 sp910588425	99.96	0.984							ani_screen	classification based on ANI only	GCA_019420265.1, s__QANA01 sp019420265, 95.0, 89.11, 0.417; GCA_041223705.1, s__QANA01 sp947063485, 95.0, 95.02, 0.852				
MEGAHIT-SemiBin2-group-IF_85.fa						2.59241	0.7707470000000001	1.82515	1.74935	2.05853	MEGAHIT-SemiBin2-group-IF_85.fa	bacteria_odb10	34.7	33.9	0.8	14.5	50.8	124	11	3253	3253	0.000%	482	MEGAHIT-SemiBin2-group-IF_85.fa	45.81	0.82	Gradient Boost (General Model)	11	0.904	1474862	1783	MEGAHIT-SemiBin2-group-IF_85	MEGAHIT-SemiBin2-group-IF_85.fa	482	482	52	6	0	0	1474862	1474862	378076	75907	0	0	482	15088	1474862	61.72	3253	2222	142	280	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_85.fa																			
MEGAHIT-SemiBin2-group-IF_86.fa						0.0	0.0	4.17157	1.71533	2.63955	MEGAHIT-SemiBin2-group-IF_86.fa	bacteria_odb10	8.1	8.1	0.0	3.2	88.7	124	11	4068	4068	0.000%	361	MEGAHIT-SemiBin2-group-IF_86.fa	20.58	1.82	Neural Network (Specific Model)	11	0.904	1303390	1513	MEGAHIT-SemiBin2-group-IF_86	MEGAHIT-SemiBin2-group-IF_86.fa	361	361	56	20	0	0	1303390	1303390	526456	276164	0	0	361	22650	1303390	58.41	4068	2459	84	190	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_86.fa																			
MEGAHIT-SemiBin2-group-IF_88.fa						0.1749275	7.10944	0.248726	4.391975	10.36385	MEGAHIT-SemiBin2-group-IF_88.fa	bacteria_odb10	86.3	86.3	0.0	6.5	7.3	124	11	15818	15818	0.000%	310	MEGAHIT-SemiBin2-group-IF_88.fa	92.93	1.66	Gradient Boost (General Model)	11	0.872	2960505	2910	MEGAHIT-SemiBin2-group-IF_88	MEGAHIT-SemiBin2-group-IF_88.fa	310	310	171	95	26	4	2960505	2960505	2545706	2011460	969151	229320	310	61617	2960505	59.97	15818	7656	53	120	0.0	1 + 0 part	MEGAHIT-SemiBin2-group-IF_88.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp014237695	GCA_947653875.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp014237695	98.52	0.868							ani_screen	classification based on ANI only	GCA_910579485.1, s__Pelethomonas sp910579485, 95.0, 90.86, 0.411; GCA_021768185.1, s__Pelethomonas sp021768185, 95.0, 86.3, 0.239				
MEGAHIT-SemiBin2-group-IF_89.fa						2.93555	3.68785	9.4543	4.50392	8.45707	MEGAHIT-SemiBin2-group-IF_89.fa	bacteria_odb10	71.0	70.2	0.8	5.6	23.4	124	11	22845	22845	0.000%	213	MEGAHIT-SemiBin2-group-IF_89.fa	76.42	5.78	Gradient Boost (General Model)	11	0.898	2787633	2853	MEGAHIT-SemiBin2-group-IF_89	MEGAHIT-SemiBin2-group-IF_89.fa	213	213	132	88	28	9	2787633	2787633	2574253	2233957	1224527	564005	213	89020	2787633	60.81	22845	12438	36	76	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_89.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp910584605	GCA_041223735.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp910584605	98.64	0.745							ani_screen	classification based on ANI only	GCA_041223445.1, s__Lawsonibacter sp947573385, 95.0, 84.94, 0.164; GCA_949525845.1, s__Lawsonibacter sp949525845, 95.0, 85.48, 0.174; GCA_910575265.1, s__Lawsonibacter sp910575265, 95.0, 84.29, 0.151; GCA_950097245.1, s__Lawsonibacter sp950097245, 95.0, 85.52, 0.204; GCF_943192995.1, s__Lawsonibacter muris, 95.0, 85.8, 0.208; GCA_910585815.1, s__Lawsonibacter sp910585815, 95.0, 84.46, 0.158; GCA_949840775.1, s__Lawsonibacter sp949840775, 95.0, 84.86, 0.187				
